SL_No.,Clothing_ID,Age,Review,Rating,Recommendation_Indicator,Positive_Feedback_Count,Department_Name
8502,1104,40,Awesome dress!,5,1,0,Dresses
8503,862,57,Fit is slimming,5,1,1,Tops
8504,936,40,"Very beautiful, just as pictured",5,1,0,Tops
8505,862,47,Soft tee with nice details,5,1,9,Tops
8506,147,58,Pleasant dreamy pjs,5,1,0,Intimate
8507,1123,53,Awesome jacket!,5,1,2,Jackets
8508,862,32,Wonderful top to dress up or down,5,1,6,Tops
8509,1096,49,Gorgeous!!!,5,1,5,Dresses
8510,1076,54,I loved it!,5,1,1,Dresses
8511,1123,49,Nice jacket,4,1,0,Jackets
8512,376,51,Beautiful for 1 day,3,0,9,Intimate
8513,1076,39,"Cute, need tall boots",4,1,0,Dresses
8514,1096,41,Channeling laura ingalls wilder,3,0,0,Dresses
8515,86,48,Size up,4,1,0,Intimate
8516,1123,70,Awesome jacket,5,1,0,Jackets
8517,881,61,Perfect top,5,1,0,Tops
8518,1096,58,Sister wife,4,1,24,Dresses
8519,862,35,I love this shirt,5,1,1,Tops
8520,264,29,My favorite invisible socks,5,1,0,Intimate
8521,1076,32,Not as pictured,1,0,9,Dresses
8522,1076,62,A huge miss that could've been a hit,2,0,0,Dresses
8523,831,38,Happy birthday to me!,5,1,2,Tops
8524,1076,34,Love this boho dress,4,1,1,Dresses
8525,1096,46,Swiss milkmaid,3,1,6,Dresses
8526,909,60,"Quality, classy sweater!",5,1,2,Tops
8527,1096,63,Dress review,5,1,0,Dresses
8528,1076,60,Adorable,4,1,1,Dresses
8529,1076,67,How do i use my arms???,2,0,1,Dresses
8530,1135,37,Love this skirt,5,1,3,Trend
8531,865,39,Unflattering fit,1,0,0,Tops
8532,1059,40,Love this jumpsuit!,5,1,0,Bottoms
8533,147,36,Sleeping in comfort & beauty,5,1,11,Intimate
8534,909,44,"Very nice, but it's not for tall girls?",5,1,3,Tops
8535,1096,59,"Gorgeous, imaginative dress",5,1,8,Dresses
8536,1076,37,I really don't have enough bad things to say...,1,0,3,Dresses
8537,1096,43,Probably not for everyone,5,1,6,Dresses
8538,877,33,Love it!!,5,1,0,Tops
8539,927,46,Really lovely sweater coat,5,1,1,Tops
8540,936,38,Stunning!!,5,1,0,Tops
8541,936,50,Lovely jacket,4,1,15,Tops
8542,936,47,Another timeless piece!,5,1,6,Tops
8543,1096,56,"Late 1960s, eastern european-looking, beautiful!",5,1,22,Dresses
8544,1096,53,Exotic,5,1,7,Dresses
8545,936,38,Didn't work for my curvy hips,4,1,9,Tops
8546,936,49,A signature piece,5,1,1,Tops
8547,1123,41,Gorgeous jacket,4,1,3,Jackets
8548,877,39,Laid back and stylish,4,1,0,Tops
8549,1135,49,Gorgeous; consider sizing up,5,1,6,Trend
8550,1092,31,Disappointing,3,0,4,Dresses
8551,1096,30,Such a beautiful dress!,5,1,0,Dresses
8552,1076,58,Totally off the mark,1,0,1,Dresses
8553,1096,39,Read beardedlady's review,5,1,1,Dresses
8554,1123,49,Incredible quality and style,5,1,0,Jackets
8555,1123,52,Beautiful jacket - feels like leather,5,1,0,Jackets
8556,936,57,Lovely,5,1,0,Tops
8557,877,57,Versatile comfort,5,1,2,Tops
8558,935,23,Hooded ludlow vest,5,1,0,Tops
8559,1096,22,Love,5,1,0,Dresses
8560,1096,34,So beautiful!,4,1,0,Dresses
8561,877,34,"I love the look, might snag",4,1,1,Tops
8562,1104,25,So soft!,4,1,0,Dresses
8563,975,32,Fabric split apart after one day of wear,1,0,6,Jackets
8564,131,23,Comfy chic,5,1,0,Bottoms
8565,131,31,Wanted to love,3,1,4,Bottoms
8566,880,45,Joliette,4,1,2,Tops
8567,870,39,Casual but with sparkle,4,1,1,Tops
8568,895,39,Red for me,5,1,2,Tops
8569,895,35,Great fit,5,1,0,Tops
8570,592,58,Lovely but...,4,1,0,Bottoms
8571,592,44,Favorite shorts,5,1,0,Bottoms
8572,895,58,Unique and comfortable design,4,1,0,Tops
8573,895,41,Perfect ruffle pullover,5,1,0,Tops
8574,880,41,"Well made, good fit",5,1,0,Tops
8575,843,33,Design flaw,1,0,0,Tops
8576,863,39,"Great product, not so great fabric",2,0,10,Tops
8577,895,42,Great sweater!,5,1,3,Tops
8578,131,37,"Great design, but poor quality",3,0,0,Bottoms
8579,592,34,Love and hate,4,1,2,Bottoms
8580,880,56,Excellent top,5,1,2,Tops
8581,131,45,Outdoor guilt,5,1,1,Bottoms
8582,975,49,Unflattering cut,3,0,21,Jackets
8583,895,38,Prettier in person,5,1,0,Tops
8584,895,47,Adorable - better in person!,5,1,2,Tops
8585,131,48,A must have for every wardrobe!,5,1,1,Bottoms
8586,1033,21,You had me at hello,5,1,0,Bottoms
8587,860,30,Comfy but sexy,5,1,0,Tops
8588,1056,20,Roll-ups that are versitile,5,1,3,Bottoms
8589,1110,57,Beautiful,5,1,1,Dresses
8590,1116,53,Absolutely keeping this one,5,1,15,Jackets
8591,860,40,Gorgeous top,5,1,0,Tops
8592,1110,53,A classic made for modern times,5,1,1,Dresses
8593,858,29,Perfect for spring,5,1,0,Tops
8594,1033,41,"Love everything about these, except for the butt.",3,0,1,Bottoms
8595,950,31,Beautiful but fit awkwardly,3,0,1,Tops
8596,1110,49,Beautiful cut and so comfortable!,5,1,1,Dresses
8597,916,42,Light and versatile,4,1,0,Tops
8598,1056,33,Perfect!,5,1,1,Bottoms
8599,1033,45,Great alternative to your skinny jeans,5,1,0,Bottoms
8600,916,33,Mini version????,3,0,0,Tops
8601,860,74,Classy,5,1,1,Tops
8602,964,46,Denim joy,5,1,0,Jackets
8603,1056,66,Favorite new pants!,5,1,2,Bottoms
8604,1056,53,Most. comfortable. pants. ever.,5,1,1,Bottoms
8605,626,39,Meh... not doing it for me,3,0,5,Bottoms
8606,1033,46,Take the crop jean plunge,5,1,28,Bottoms
8607,964,39,Fun pretty piece,5,1,0,Jackets
8608,1110,31,"Cute dress, quality is only ok",4,1,0,Dresses
8609,950,41,Perfect for fall,5,1,0,Tops
8610,1033,55,Fun jeans!,5,1,0,Bottoms
8611,1116,37,Beautiful colors but poor quality and bulky,2,0,4,Jackets
8612,916,32,"Long, simple vest",5,1,1,Tops
8613,860,46,Cute tee with a bit extra!,5,1,5,Tops
8614,1056,32,Soft and flattering,5,1,3,Bottoms
8615,1094,31,Very cute,5,1,1,Dresses
8616,148,48,Adorable whimsical soft wonderful,5,1,0,Intimate
8617,860,56,Not for large busts,3,0,0,Tops
8618,1110,50,Unique,5,1,1,Dresses
8619,1033,36,Cute!,5,1,1,Bottoms
8620,1116,40,Fabulous!!!!!,5,1,0,Jackets
8621,964,36,Light and sweet,5,1,10,Jackets
8622,1110,46,Simply beautiful,4,1,0,Dresses
8623,619,53,Runs about 2 sizes too small,3,0,14,Bottoms
8624,1033,46,Disappointed,3,0,3,Bottoms
8625,860,49,"Has some good things going for it but didn't ""wow""",4,1,0,Tops
8626,860,43,Exceeded expectations,5,1,0,Tops
8627,1033,55,I. love. these. jeans.,5,1,2,Bottoms
8628,1110,66,Lots of compliments,4,1,0,Dresses
8629,1056,40,Get this pants stat!,5,1,2,Bottoms
8630,1110,40,Beautiful and unique,5,1,2,Dresses
8631,860,58,Beautiful black top,5,1,19,Tops
8632,1033,46,Super cute,5,1,16,Bottoms
8633,1080,67,Pretty pretty,5,1,8,Dresses
8634,860,37,Light and breezy,3,1,0,Tops
8635,1033,45,Just great,5,1,0,Bottoms
8636,1056,25,Really great!,5,1,6,Bottoms
8637,1110,51,Versatile dress,5,1,3,Dresses
8638,1110,38,Cute dress but runs large!,3,0,3,Dresses
8639,1033,41,Wanted to love these jeans,4,1,1,Bottoms
8640,1080,50,Odd skirt,3,0,0,Dresses
8641,1033,60,New favorite jeans,5,1,1,Bottoms
8642,619,31,Runs 1-2 sizes too small,4,1,1,Bottoms
8643,626,33,Good short,4,1,0,Bottoms
8644,1033,44,Awesome jeans,5,1,2,Bottoms
8645,1110,60,"Fun, great design if it was a solid or small print",4,1,0,Dresses
8646,148,49,Tea time sleep pant,5,1,1,Intimate
8647,1110,43,Nice flow,5,1,1,Dresses
8648,619,35,Size up!,4,1,2,Bottoms
8649,1110,33,100% gorgeous,5,1,16,Dresses
8650,1056,40,Greatest pants ever-too bad retailer planned poorly,3,1,1,Bottoms
8651,148,54,Live this,5,1,20,Intimate
8652,1110,47,Stunning,5,1,1,Dresses
8653,619,33,Comically bad,2,0,0,Bottoms
8654,1033,55,Jean of my dreams!,5,1,2,Bottoms
8655,1110,45,Perfect dress for almost any occasion,5,1,0,Dresses
8656,619,31,Super cute and super small,3,0,0,Bottoms
8657,844,31,Boho chic at it's finest!,5,1,2,Tops
8658,1110,41,Super unique   great fall dress,5,1,3,Dresses
8659,1094,34,Extremely soft and comfortable,4,1,1,Dresses
8660,950,38,Heavy and boxy,3,0,1,Tops
8661,1056,47,Very nice and versatile pants,4,1,0,Bottoms
8662,1056,59,Great travel pant!,5,1,1,Bottoms
8663,1110,36,A stunner,5,1,0,Dresses
8664,1116,53,Awesome,5,1,0,Jackets
8665,1110,54,The look!,5,1,0,Dresses
8666,1110,45,Beautiful,5,1,7,Dresses
8667,1080,44,Vintage princess,4,1,0,Dresses
8668,1033,36,My new every day jeans,5,1,1,Bottoms
8669,1033,48,More faded than they look here,3,0,0,Bottoms
8670,964,24,Unexpectedly in love,5,1,0,Jackets
8671,1072,33,Cute but thin,3,0,0,Dresses
8672,1020,52,"Great color, great skirt",5,1,0,Bottoms
8673,1039,44,Don't bother,1,0,0,Bottoms
8674,1094,29,Great quality and flattering,5,1,0,Dresses
8675,1111,26,"Beautiful in the pic, fits kind of funny in person",3,0,0,Dresses
8676,1094,22,Great cut,4,1,0,Dresses
8677,1056,42,"I ""heart"" this!",5,1,4,Bottoms
8678,1020,26,The skirt,5,1,0,Bottoms
8679,1094,39,Flattering and rich colors,4,1,5,Dresses
8680,1094,38,Vintage - classic style,4,1,0,Dresses
8681,1020,36,Luxurious!,5,1,0,Bottoms
8682,1094,35,"Completely agree, not worth it",2,0,9,Dresses
8683,1020,40,Love it!,5,1,2,Bottoms
8684,941,55,Beautiful periwinkle softness,5,1,2,Tops
8685,1020,38,"Beautiful cut, fabric not so great",4,1,0,Bottoms
8686,1033,38,Lean and long,5,1,2,Bottoms
8687,1094,64,Wine color extremely drab; styling unflattering,3,0,25,Dresses
8688,1094,45,Great fit!,4,1,0,Dresses
8689,1094,62,Curves ahead,5,1,0,Dresses
8690,1072,52,Love!,5,1,0,Dresses
8691,1085,43,Expect it to be the same length as on model,4,1,2,Dresses
8692,1013,31,"Lovely fabric, unsure of fit",3,1,0,Bottoms
8693,1033,57,Black pilcor pants,5,1,1,Bottoms
8694,941,46,Beautiful sweater,5,1,0,Tops
8695,1072,51,Loved how the front looked.,4,1,0,Dresses
8696,1008,26,"Simple , lovely color. interesting neoprene fabric",5,1,0,Bottoms
8697,1033,46,Love these!,5,1,1,Bottoms
8698,1094,45,Elorn will be worn,4,1,1,Dresses
8699,1020,44,Simply sweet skirt,5,1,0,Bottoms
8700,1094,48,"Good dress, makes your figure look great",4,1,2,Dresses
8701,1020,48,Good skirt,4,1,0,Bottoms
8702,941,45,Thick and cozy,4,1,0,Tops
8703,1094,36,Nothing special,3,0,0,Dresses
8704,941,48,Itchy,2,0,0,Tops
8705,1039,44,Mom jeans worthy of a snl skit,2,0,6,Bottoms
8706,941,42,For people with really long arms!,2,0,0,Tops
8707,941,28,Nothing to rave about,3,0,2,Tops
8708,1020,33,"Flexible, forgiving, lightweight",3,1,3,Bottoms
8709,1033,37,Loved the style/didn't work for me,3,0,0,Bottoms
8710,1020,33,Simply beautiful,5,1,0,Bottoms
8711,1094,48,Pretty and simple,5,1,0,Dresses
8712,1020,65,Gorgeous skirt!,5,1,3,Bottoms
8713,1072,35,"Beautiful, but needs alterations.",4,1,1,Dresses
8714,1056,47,"Flattering, great material",5,1,1,Bottoms
8715,1072,26,Love this dress!,5,1,0,Dresses
8716,996,38,Color is too muted and material is odd,3,0,5,Bottoms
8717,1020,31,Awkward ruching at waist,2,0,10,Bottoms
8718,1072,48,Super cute!,4,1,1,Dresses
8719,1072,23,Comfortable & lovely,5,1,1,Dresses
8720,1094,47,Sale!,5,1,0,Dresses
8721,1078,41,Love it,5,1,0,Dresses
8722,1078,42,Runs very large,3,0,0,Dresses
8723,1078,37,"A unique, fun piece",5,1,2,Dresses
8724,1038,47,Comfy,5,1,0,Bottoms
8725,1078,41,Slightly annoyed,3,1,6,Dresses
8726,1126,33,Cute jacket but not good quality,4,0,0,Jackets
8727,862,50,Beautiful!,5,1,0,Tops
8728,1078,39,"Like enough, but passed",4,1,0,Dresses
8729,819,39,"Very cute, short",5,1,5,Tops
8730,1078,31,Misleading product photos,3,0,2,Dresses
8731,1038,48,Love these!,5,1,0,Bottoms
8732,1078,55,Awesome dress,5,1,1,Dresses
8733,1078,41,Love it!,5,1,1,Dresses
8734,819,34,Nice light weight top for summer!,5,1,0,Tops
8735,1126,71,Incredible find!,5,1,1,Jackets
8736,1078,35,Pretty and flowy,3,1,0,Dresses
8737,1116,53,Run and buy this coat today!,5,1,1,Jackets
8738,1078,39,Love this dress!,5,1,1,Dresses
8739,1116,60,5 star perfection,5,1,5,Jackets
8740,873,48,Luxurious!,5,1,1,Tops
8741,827,26,Too billowy,3,0,0,Tops
8742,862,46,Love it!,5,1,0,Tops
8743,862,37,Wanted to love but couldn't,2,0,1,Tops
8744,1078,23,Great,5,1,1,Dresses
8745,1035,41,Love love love,5,1,0,Bottoms
8746,819,33,Drive-in plaid tank,3,0,3,Tops
8747,1116,40,Very attractive coat,4,1,0,Jackets
8748,1116,47,Beautiful but too wide for my petite frame,4,1,0,Jackets
8749,819,30,Confusing sizing,3,1,2,Tops
8750,1038,48,Huge!!,1,0,0,Bottoms
8751,1116,48,Very nice!,5,1,7,Jackets
8752,1038,51,Best. jeans. ever.,5,1,0,Bottoms
8753,1088,48,Stunner,4,1,1,Dresses
8754,862,43,Runs large and is not flattering,2,0,15,Tops
8755,1116,43,For the woman who is vibrant and dynamic,5,1,1,Jackets
8756,1038,37,Super comfy and stylish jeans,5,1,0,Bottoms
8757,818,80,Completely sheer!,3,0,0,Tops
8758,1078,57,Fun and flattering,5,1,1,Dresses
8759,1078,51,"Very pretty, but truly gigantic!",4,1,0,Dresses
8760,1035,42,Nice but a little skinny,4,1,0,Bottoms
8761,1078,45,Great dress,5,1,2,Dresses
8762,1078,36,Gorgeous print,5,1,2,Dresses
8763,862,37,Beautiful top,4,1,0,Tops
8764,873,42,Love this!,5,1,0,Tops
8765,1080,30,I wanted to love this,1,0,0,Dresses
8766,1080,53,Worth the wait,5,1,3,Dresses
8767,1110,31,Dreamy dress!,5,1,2,Dresses
8768,929,56,Very simple but adorable form,4,1,7,Tops
8769,1110,57,Looks like a painting,5,1,3,Dresses
8770,1080,35,Great dress!,5,1,0,Dresses
8771,860,53,Nice basic,4,1,0,Tops
8772,909,48,Disappointed in quality,3,0,6,Tops
8773,254,69,This will not fit bustier women,2,0,2,Intimate
8774,833,50,Fun summer top,5,1,3,Tops
8775,1080,33,Perfect summer wedding dress,5,1,20,Dresses
8776,1110,52,"Not polyester, allelujah!",5,1,11,Dresses
8777,1022,40,New favorite jeans!,5,1,0,Bottoms
8778,254,43,"Love, love, love",5,1,1,Intimate
8779,1080,34,Not a good fit,2,0,3,Dresses
8780,1080,24,Wanted to love it...,2,0,2,Dresses
8781,1110,45,Beautiful dress but needs a slip,4,1,0,Dresses
8782,254,39,Not for the long waisted,3,0,5,Intimate
8783,254,45,"Lovely, flattering, comfortable",5,1,1,Intimate
8784,1080,39,Too many pleats,2,0,2,Dresses
8785,1022,32,Ag wins again,5,1,0,Bottoms
8786,1080,33,Maximizes bust if that's what you want,4,1,0,Dresses
8787,1080,42,Feminine dress,5,1,0,Dresses
8788,929,47,"On the right person, maybe?",2,0,8,Tops
8789,1080,39,Cute,5,1,1,Dresses
8790,833,39,Beautiful tank to wear for years,5,1,11,Tops
8791,1110,28,Beautifully made; lovely pattern and colors,5,1,1,Dresses
8792,1110,47,Beautiful dress,5,1,17,Dresses
8793,1080,36,Pretty dress - for the right skin tone,4,1,3,Dresses
8794,860,51,Love it!,5,1,0,Tops
8795,254,28,Not cute,2,1,2,Intimate
8796,574,26,Good not great,4,1,0,Intimate
8797,1110,44,Beautiful dress; so excited to wear it!!!,1,1,0,Dresses
8798,860,29,Cute turtleneck,5,1,3,Tops
8799,254,34,"Wanted to love it, but it's too short",2,0,1,Intimate
8800,909,27,Fabric felt cheap,2,0,9,Tops
8801,860,54,"Love the top, but the armholes!",2,0,1,Tops
8802,1080,24,Floral dress,5,1,0,Dresses
8803,1110,63,The print is a work of art - i love this dress,5,1,2,Dresses
8804,1022,45,"Love, love these jeans",5,1,1,Bottoms
8805,1080,36,As pictured,5,1,1,Dresses
8806,1080,27,Feminine and adorable,4,1,0,Dresses
8807,1110,43,Lovely easy dress,4,1,6,Dresses
8808,860,49,Nice...but not true white,4,1,0,Tops
8809,929,45,I really wanted to love this but...,3,0,12,Tops
8810,1074,33,Had high hopes!,4,0,8,Dresses
8811,929,53,Too boxy,3,0,4,Tops
8812,833,47,"Beautiful, huge armholes",4,1,3,Tops
8813,833,51,Bright but boxy,5,1,4,Tops
8814,1110,55,Gorgeous and flattering,5,1,0,Dresses
8815,1022,54,Love these jeans!,5,1,0,Bottoms
8816,1110,34,Doesn't flare at bottom,5,1,3,Dresses
8817,1080,44,Beautiful,5,1,3,Dresses
8818,860,67,Just as shown,5,1,12,Tops
8819,1110,70,Lovely unique dress,5,1,0,Dresses
8820,1080,53,Better in person,5,1,0,Dresses
8821,833,45,"Gorgeous top, with the right bra (or lack thereof)",5,1,0,Tops
8822,860,27,Beautiful top but large arm holes,3,0,1,Tops
8823,1135,44,Simple & elegant,5,1,1,Trend
8824,1110,51,A monet painting,5,1,4,Dresses
8825,833,26,My newest go to,5,1,18,Tops
8826,1028,41,New favorite jeans!!,5,1,3,Bottoms
8827,860,30,Wear this tank anywhere,5,1,1,Tops
8828,860,63,Huuuuuuge armholes!!!!,3,1,5,Tops
8829,1022,26,So comfy,5,1,0,Bottoms
8830,833,56,Beautiful but wide,4,1,1,Tops
8831,1074,56,The perfect red dress,5,1,4,Dresses
8832,1022,36,Great fit!,5,1,4,Bottoms
8833,254,32,This product fits well,5,1,1,Intimate
8834,574,60,Looks nothing like the photo,1,0,3,Intimate
8835,860,40,Loved the style but was too short on me,3,1,0,Tops
8836,1080,34,Beautiful flowy dress,5,1,4,Dresses
8837,909,48,Pretty and lightweight.,5,1,4,Tops
8838,1080,30,Might work for narrow hips,3,0,0,Dresses
8839,929,62,Stylish,5,1,2,Tops
8840,860,61,Who was the petite fit model for this?,2,0,5,Tops
8841,860,54,This product runs too small.,3,1,1,Tops
8842,929,38,Great fall piece,4,1,0,Tops
8843,1110,39,Gorgeous print,5,1,3,Dresses
8844,1080,39,Very femme,4,1,0,Dresses
8845,860,30,Love the top,5,1,0,Tops
8846,929,46,A new wardrobe staple!,5,1,1,Tops
8847,929,44,Chunky/cute,4,1,5,Tops
8848,1080,43,Yay!!,5,1,12,Dresses
8849,254,31,Size l is true to size and flattering,5,1,2,Intimate
8850,1080,50,Beautiful,5,1,0,Dresses
8851,1080,34,Ah-mazing dress!!,5,1,2,Dresses
8852,1080,49,Gorgeous on anyone as long as you aren't pale,5,1,0,Dresses
8853,1022,59,Perfection!,5,1,1,Bottoms
8854,1080,64,Can't wait for warmer weather,5,1,65,Dresses
8855,895,32,Great shirt for work,5,1,0,Tops
8856,1080,37,Perfect summer dress,5,1,0,Dresses
8857,1080,39,Elegant!,5,1,0,Dresses
8858,1022,26,Fit like a dream!,5,1,1,Bottoms
8859,929,45,Cozy!,5,1,2,Tops
8860,1110,28,Beautiful.,5,1,7,Dresses
8861,1110,61,May be for you but not me,3,1,14,Dresses
8862,1080,34,"Great dress, too big in the chest",4,1,0,Dresses
8863,879,45,Perfect lightweight sweater for spring!,5,1,9,Tops
8864,1009,22,Sweet and romantic little piece,5,1,3,Bottoms
8865,1068,38,Great pants,5,1,1,Bottoms
8866,879,44,"Go-to, throw over anything sweater",4,1,19,Tops
8867,1025,35,Lovely jeans,3,1,0,Bottoms
8868,862,37,Neck tight,3,1,2,Tops
8869,1009,35,Perfect everyday skirt,4,1,6,Bottoms
8870,1086,33,Great color and length,5,1,0,Dresses
8871,838,32,This product has a cute design and nice fabric.,5,1,8,Tops
8872,1100,31,Too much fabric,3,1,0,Dresses
8873,877,38,Nothing special...,2,1,3,Tops
8874,157,30,"Soft, comfy and well made!",5,1,0,Intimate
8875,1068,59,Hard to top,4,1,4,Bottoms
8876,862,41,Beautiful embroidery detail,4,1,1,Tops
8877,879,27,Love the style,5,1,1,Tops
8878,157,66,Love plaid,5,1,0,Intimate
8879,838,52,Very boxy,2,0,2,Tops
8880,1028,41,Love the wide legs,4,1,0,Bottoms
8881,1028,53,Absolutely perfect!!!,4,1,0,Bottoms
8882,157,48,"As pictured, but not slimming as i hoped",4,1,1,Intimate
8883,1068,42,Exactly what i was looking for!,5,1,0,Bottoms
8884,1028,91,Pajama jeans,2,0,3,Bottoms
8885,877,29,Unique little sweatshirt top,4,1,4,Tops
8886,1068,46,My go to,5,1,3,Bottoms
8887,838,41,Really wanted to like it,2,0,1,Tops
8888,838,34,Photos on model misleading,2,0,1,Tops
8889,1100,36,Polyester! urrrrgh,2,0,8,Dresses
8890,877,41,Cute but a bit too long,2,1,0,Tops
8891,877,53,"Cute on the model, but not in person",3,1,4,Tops
8892,877,42,Size down,3,0,6,Tops
8893,1060,53,Finally--pants for real women!,5,1,3,Bottoms
8894,1036,66,Way too tight,3,1,1,Bottoms
8895,879,61,I was disappointed.,2,0,0,Tops
8896,836,50,Beautiful and elegant tank,5,1,6,Tops
8897,1036,50,My new favorite jean!!!,5,1,1,Bottoms
8898,1068,34,Comfortable & versatile,5,1,4,Bottoms
8899,879,37,Just didn't work for me,3,1,1,Tops
8900,879,51,Lightweight sweater,4,1,3,Tops
8901,1060,35,Highest quality trousers i've found this fall!,5,1,0,Bottoms
8902,1068,39,Perfect summer pants,5,1,0,Bottoms
8903,862,43,More beautiful in person,5,1,1,Tops
8904,1068,29,Great find,5,1,0,Bottoms
8905,879,40,Snags easily,1,0,0,Tops
8906,838,30,"Unique, gorgeous and timeless!",5,1,0,Tops
8907,877,46,Choral ruffle top,3,0,0,Tops
8908,879,44,Disappointed,3,0,3,Tops
8909,1025,55,I am so happy i got these amazing jeans!!!,5,1,0,Bottoms
8910,862,26,Gorgeous embroidery,3,1,0,Tops
8911,1068,37,"Perfect, casual pant",5,1,1,Bottoms
8912,877,43,Great design,4,1,1,Tops
8913,1083,45,Worth every penny,5,1,0,Dresses
8914,1083,41,Amazing dress!,5,1,0,Dresses
8915,1083,42,Classic and timeless,5,1,6,Dresses
8916,1083,27,Boom,5,1,0,Dresses
8917,1083,30,Beautiful dress,5,1,0,Dresses
8918,1083,44,Such a great fit!,5,1,0,Dresses
8919,1083,56,Gorgeous black dress,5,1,0,Dresses
8920,1083,29,Perfect black dress,5,1,7,Dresses
8921,1083,26,Unique compliment getter,5,1,0,Dresses
8922,1083,44,Fabulous!,5,1,8,Dresses
8923,1083,44,Not a $300 dress,3,0,15,Dresses
8924,1078,42,Cute dress,4,1,2,Dresses
8925,1083,60,Carissima sheath,5,1,3,Dresses
8926,1083,30,Beautiful dress!,5,1,9,Dresses
8927,1083,37,Another beautiful byron lars dress!,5,1,1,Dresses
8928,1083,37,Beautiful idea...,3,1,0,Dresses
8929,1083,34,Stunning,5,1,0,Dresses
8930,1083,28,Great lbd!,5,1,0,Dresses
8931,1083,25,"Beautiful dress, disappointing fit",4,1,3,Dresses
8932,1083,47,Beautiful but...,4,1,2,Dresses
8933,1002,58,Versital and comfortable,5,1,0,Bottoms
8934,1083,38,Perfectly delightful!,4,1,4,Dresses
8935,1083,45,Fits like a glove,5,1,4,Dresses
8936,1078,29,Adorable!,5,1,0,Dresses
